07:22:54.298 -> Time[s],T_wall[degC], RH_wall[%], T_A[degC], T_B[degC], T_C[degC], T_D[degC] 
08:09:51.230 -> 69.13, 33.31, 25.50, 28.37, 32.88, 35.25, 
08:09:54.063 -> 69.11, 33.30, 25.50, 28.31, 32.88, 35.25, 
08:09:56.931 -> 69.11, 33.31, 25.50, 28.31, 32.88, 35.19, 
08:09:59.791 -> 69.12, 33.29, 25.50, 28.31, 32.81, 35.19, 
08:10:02.622 -> 69.11, 33.33, 25.50, 28.31, 32.75, 35.13, 
08:10:05.467 -> 69.12, 33.29, 25.50, 28.31, 32.75, 35.06, 
08:10:08.342 -> 69.11, 33.31, 25.50, 28.25, 32.69, 35.06, 
08:10:11.163 -> 69.11, 33.27, 25.50, 28.25, 32.69, 35.00, 
08:10:14.020 -> 69.08, 33.27, 25.50, 28.25, 32.69, 34.94, 
08:10:16.886 -> 69.11, 33.26, 25.50, 28.25, 32.63, 34.94, 
08:10:19.731 -> 69.08, 33.26, 25.50, 28.19, 32.63, 34.94, 
08:10:22.549 -> 69.11, 33.27, 25.50, 28.19, 32.63, 34.88, 
08:10:25.405 -> 69.11, 33.26, 25.50, 28.19, 32.50, 34.81, 
08:10:28.236 -> 69.08, 33.26, 25.50, 28.19, 32.50, 34.75, 
08:10:31.111 -> 69.11, 33.24, 25.50, 28.12, 32.50, 34.75, 
08:10:33.965 -> 69.11, 33.26, 25.50, 28.12, 32.44, 34.69, 
08:10:36.782 -> 69.11, 33.23, 25.50, 28.12, 32.44, 34.69, 
08:10:39.669 -> 69.11, 33.24, 25.50, 28.12, 32.38, 34.63, 
08:10:42.485 -> 69.11, 33.23, 25.50, 28.12, 32.38, 34.63, 
08:10:45.330 -> 69.13, 33.23, 25.50, 28.06, 32.38, 34.56, 
08:10:48.196 -> 69.12, 33.20, 25.50, 28.06, 32.31, 34.56, 
08:10:51.056 -> 69.11, 33.22, 25.50, 28.06, 32.25, 34.50, 
08:10:53.891 -> 69.11, 33.22, 25.50, 28.06, 32.25, 34.50, 
08:10:56.746 -> 69.10, 33.20, 25.50, 28.06, 32.25, 34.44, 
08:10:59.596 -> 69.10, 33.20, 25.50, 28.06, 32.19, 34.44, 
08:11:02.426 -> 69.10, 33.19, 25.50, 28.00, 32.13, 34.44, 
08:11:05.274 -> 69.11, 33.23, 25.50, 28.00, 32.13, 34.38, 
08:11:08.135 -> 69.12, 33.17, 25.50, 28.00, 32.06, 34.38, 
08:11:10.987 -> 69.12, 33.20, 25.50, 28.00, 32.06, 34.31, 
08:11:13.798 -> 69.12, 33.17, 25.50, 28.00, 32.00, 34.31, 
08:11:16.648 -> 69.12, 33.20, 25.50, 28.00, 32.00, 34.25, 
08:11:19.520 -> 69.10, 33.17, 25.50, 27.94, 31.94, 34.25, 
08:11:22.384 -> 69.12, 33.20, 25.50, 27.94, 31.94, 34.19, 
08:11:25.189 -> 69.10, 33.16, 25.50, 27.94, 31.94, 34.19, 
08:11:28.077 -> 69.10, 33.19, 25.50, 27.94, 31.87, 34.13, 
08:11:30.895 -> 69.12, 33.16, 25.50, 27.94, 31.87, 34.13, 
08:11:33.753 -> 69.10, 33.19, 25.50, 27.94, 31.81, 34.06, 
08:11:36.617 -> 69.12, 33.16, 25.50, 27.87, 31.81, 34.06, 
08:11:39.463 -> 69.10, 33.17, 25.50, 27.87, 31.75, 34.06, 
08:11:42.283 -> 69.12, 33.16, 25.50, 27.87, 31.75, 34.00, 
08:11:45.134 -> 69.10, 33.17, 25.50, 27.87, 31.75, 34.00, 
08:11:47.985 -> 69.11, 33.15, 25.50, 27.87, 31.69, 33.94, 
08:11:50.840 -> 69.10, 33.17, 25.50, 27.87, 31.62, 33.94, 
08:11:53.707 -> 69.11, 33.13, 25.50, 27.81, 31.62, 33.88, 
08:11:56.539 -> 69.12, 33.17, 25.50, 27.81, 31.62, 33.88, 
08:11:59.406 -> 69.11, 33.13, 25.50, 27.81, 31.56, 33.88, 
08:12:02.225 -> 69.12, 33.16, 25.50, 27.81, 31.50, 33.81, 
08:12:05.081 -> 69.11, 33.12, 25.50, 27.81, 31.50, 33.81, 
08:12:07.932 -> 69.08, 33.15, 25.50, 27.81, 31.50, 33.75, 
08:12:10.766 -> 69.13, 33.12, 25.50, 27.81, 31.44, 33.75, 
08:12:13.607 -> 69.11, 33.15, 25.50, 27.75, 31.44, 33.69, 
08:12:16.478 -> 69.11, 33.12, 25.50, 27.75, 31.37, 33.69, 
08:12:19.344 -> 69.11, 33.13, 25.50, 27.75, 31.37, 33.63, 
08:12:22.177 -> 69.13, 33.10, 25.50, 27.75, 31.37, 33.63, 
08:12:25.041 -> 69.08, 33.13, 25.50, 27.75, 31.31, 33.63, 
08:12:27.882 -> 69.11, 33.09, 25.50, 27.75, 31.31, 33.56, 
08:12:30.716 -> 69.11, 33.15, 25.50, 27.75, 31.31, 33.56, 
08:12:33.551 -> 69.11, 33.10, 25.50, 27.75, 31.25, 33.50, 
08:12:36.398 -> 69.11, 33.10, 25.50, 27.69, 31.25, 33.50, 
08:12:39.235 -> 69.10, 33.08, 25.50, 27.69, 31.25, 33.50, 
08:12:42.097 -> 69.08, 33.10, 25.50, 27.69, 31.19, 33.44, 
08:12:44.928 -> 69.10, 33.08, 25.50, 27.69, 31.19, 33.44, 
08:12:47.783 -> 69.08, 33.09, 25.50, 27.69, 31.19, 33.38, 
08:12:50.650 -> 69.10, 33.06, 26.00, 27.69, 31.12, 33.38, 
08:12:53.482 -> 69.10, 33.08, 26.00, 27.69, 31.12, 33.38, 
08:12:56.337 -> 69.10, 33.06, 25.50, 27.69, 31.12, 33.31, 
08:12:59.184 -> 69.07, 33.06, 25.50, 27.69, 31.06, 33.31, 
08:13:02.059 -> 69.07, 33.06, 25.50, 27.69, 31.06, 33.25, 
08:13:04.898 -> 69.07, 33.05, 25.50, 27.69, 31.06, 33.25, 
08:13:07.719 -> 69.10, 33.06, 25.50, 27.62, 31.00, 33.19, 
08:13:10.562 -> 69.08, 33.02, 25.50, 27.62, 31.00, 33.19, 
08:13:13.407 -> 69.07, 33.05, 25.50, 27.62, 31.00, 33.19, 
08:13:16.295 -> 69.08, 33.02, 25.50, 27.62, 31.00, 33.13, 
08:13:19.130 -> 69.07, 33.05, 25.50, 27.62, 30.94, 33.13, 
08:13:21.995 -> 69.08, 33.02, 26.00, 27.62, 30.94, 33.06, 
08:13:24.812 -> 69.08, 33.03, 25.50, 27.62, 30.94, 33.06, 
08:13:27.646 -> 69.06, 33.02, 25.50, 27.62, 30.94, 33.06, 
08:13:30.525 -> 69.06, 33.02, 25.50, 27.62, 30.87, 33.00, 
08:13:33.360 -> 69.05, 32.99, 26.00, 27.56, 30.87, 33.00, 
08:13:36.198 -> 69.06, 33.03, 25.50, 27.62, 30.87, 33.00, 
08:13:39.056 -> 69.05, 32.99, 25.50, 27.56, 30.81, 32.94, 
08:13:41.915 -> 69.05, 33.01, 25.50, 27.56, 30.81, 32.94, 
08:13:44.772 -> 69.07, 32.98, 26.00, 27.56, 30.75, 32.88, 
08:13:47.602 -> 69.07, 32.99, 26.00, 27.56, 30.75, 32.88, 
08:13:50.441 -> 69.07, 32.96, 25.50, 27.56, 30.75, 32.88, 
08:13:53.300 -> 69.05, 32.99, 25.50, 27.56, 30.69, 32.88, 
08:13:56.166 -> 69.07, 32.98, 25.50, 27.56, 30.69, 32.81, 
08:13:58.981 -> 69.05, 32.98, 26.00, 27.56, 30.69, 32.81, 
08:14:01.842 -> 69.06, 32.94, 26.00, 27.56, 30.69, 32.81, 
08:14:04.691 -> 69.05, 32.96, 26.00, 27.50, 30.62, 32.81, 
08:14:07.564 -> 69.06, 32.95, 26.00, 27.50, 30.62, 32.75, 
08:14:10.367 -> 69.06, 32.95, 25.50, 27.56, 30.56, 32.75, 
08:14:13.240 -> 69.06, 32.94, 26.00, 27.50, 30.62, 32.69, 
08:14:16.061 -> 69.03, 32.95, 26.00, 27.50, 30.56, 32.69, 
08:14:18.942 -> 69.06, 32.94, 26.00, 27.50, 30.56, 32.69, 
08:14:21.793 -> 69.03, 32.94, 26.00, 27.50, 30.56, 32.69, 
08:14:24.603 -> 69.06, 32.92, 26.00, 27.50, 30.56, 32.69, 
08:14:27.460 -> 69.06, 32.92, 26.00, 27.50, 30.50, 32.63, 
08:14:30.312 -> 69.06, 32.92, 26.00, 27.50, 30.50, 32.63, 
08:14:33.187 -> 69.06, 32.91, 26.00, 27.50, 30.50, 32.56, 
08:14:36.004 -> 69.06, 32.92, 26.00, 27.50, 30.50, 32.56, 
08:14:38.869 -> 69.06, 32.89, 26.00, 27.50, 30.50, 32.56, 
08:14:41.731 -> 69.05, 32.85, 26.00, 27.50, 30.44, 32.56, 
08:14:44.576 -> 69.06, 32.78, 26.00, 27.50, 30.44, 32.50, 
08:14:47.384 -> 69.05, 32.82, 26.00, 27.50, 30.44, 32.50, 
08:14:50.234 -> 69.07, 32.80, 26.00, 27.50, 30.37, 32.50, 
08:14:53.107 -> 69.05, 32.81, 26.00, 27.44, 30.44, 32.50, 
08:14:55.939 -> 69.06, 32.78, 26.00, 27.44, 30.37, 32.50, 
08:14:58.805 -> 69.06, 33.13, 25.50, 27.44, 30.37, 32.44, 
08:15:01.629 -> 69.07, 32.80, 26.00, 27.44, 30.31, 32.44, 
08:15:04.472 -> 69.05, 32.81, 26.00, 27.44, 30.31, 32.44, 
08:15:07.332 -> 69.06, 32.77, 26.00, 27.44, 30.31, 32.38, 
08:15:10.177 -> 69.06, 32.78, 26.00, 27.44, 30.31, 32.38, 
08:15:13.021 -> 69.06, 32.77, 26.00, 27.44, 30.25, 32.38, 
08:15:15.905 -> 69.05, 32.75, 26.00, 27.44, 30.25, 32.31, 
08:15:18.725 -> 69.06, 32.78, 26.00, 27.44, 30.25, 32.31, 
08:15:21.590 -> 69.05, 32.74, 26.00, 27.44, 30.25, 32.31, 
08:15:24.407 -> 69.07, 33.08, 26.00, 27.44, 30.19, 32.31, 
08:15:27.273 -> 69.05, 32.73, 26.00, 27.37, 30.19, 32.25, 
08:15:30.123 -> 69.06, 32.95, 26.00, 27.37, 30.19, 32.25, 
08:15:32.991 -> 69.05, 32.70, 26.00, 27.37, 30.19, 32.25, 
08:15:35.807 -> 69.06, 32.77, 26.00, 27.37, 30.12, 32.25, 
08:15:38.671 -> 69.05, 32.74, 26.00, 27.37, 30.12, 32.19, 
08:15:41.524 -> 69.02, 34.06, 26.00, 27.37, 30.12, 32.19, 
08:15:44.384 -> 69.05, 32.96, 26.00, 27.37, 30.06, 32.19, 
08:15:47.201 -> 69.05, 32.70, 26.00, 27.37, 30.06, 32.13, 
08:15:50.039 -> 69.03, 32.78, 26.00, 27.37, 30.06, 32.13, 
08:15:52.912 -> 69.02, 32.73, 26.00, 27.37, 30.06, 32.13, 
08:15:55.751 -> 69.06, 32.91, 26.00, 27.37, 30.06, 32.13, 
08:15:58.616 -> 68.66, 34.07, 26.00, 27.37, 30.00, 32.13, 
08:16:01.435 -> 69.03, 33.30, 26.00, 27.37, 30.00, 32.13, 
08:16:04.277 -> 69.02, 33.20, 26.00, 27.37, 30.00, 32.06, 
08:16:07.154 -> 69.03, 32.95, 26.00, 27.31, 30.00, 32.06, 
08:16:10.018 -> 69.05, 32.88, 26.00, 27.37, 30.00, 32.00, 
08:16:12.836 -> 69.06, 32.84, 26.00, 27.31, 29.94, 32.00, 
08:16:15.666 -> 69.05, 32.85, 26.00, 27.31, 29.94, 32.00, 
08:16:18.524 -> 69.06, 32.84, 26.00, 27.31, 29.94, 32.00, 
08:16:21.400 -> 69.06, 32.84, 26.00, 27.31, 29.94, 32.00, 
08:16:24.242 -> 69.02, 32.82, 26.00, 27.31, 29.87, 31.94, 
08:16:27.060 -> 69.05, 32.81, 26.00, 27.31, 29.87, 31.94, 
08:16:29.949 -> 69.05, 32.82, 26.00, 27.31, 29.87, 31.94, 
08:16:32.762 -> 69.05, 32.80, 26.00, 27.31, 29.87, 31.94, 
08:16:35.614 -> 69.05, 32.81, 26.00, 27.31, 29.81, 31.87, 
08:16:38.475 -> 69.07, 32.81, 26.00, 27.31, 29.81, 31.87, 
08:16:41.294 -> 69.03, 32.78, 26.00, 27.31, 29.81, 31.87, 
08:16:44.145 -> 69.05, 32.81, 26.00, 27.31, 29.81, 31.87, 
08:16:47.032 -> 69.03, 32.78, 26.00, 27.31, 29.75, 31.81, 
08:16:49.871 -> 69.05, 32.81, 26.00, 27.31, 29.75, 31.81, 
08:16:52.701 -> 69.06, 32.77, 26.00, 27.31, 29.75, 31.81, 
08:16:55.566 -> 69.05, 32.80, 26.00, 27.31, 29.75, 31.81, 
08:16:58.411 -> 69.03, 32.77, 26.00, 27.31, 29.69, 31.81, 
08:17:01.272 -> 69.06, 32.77, 26.00, 27.31, 29.69, 31.75, 
08:17:04.125 -> 69.03, 32.78, 26.00, 27.31, 29.69, 31.75, 
08:17:06.941 -> 69.02, 32.75, 26.00, 27.31, 29.69, 31.75, 
08:17:09.792 -> 69.03, 32.78, 26.00, 27.31, 29.69, 31.75, 
08:17:12.641 -> 69.05, 32.74, 26.00, 27.25, 29.69, 31.75, 
08:17:15.507 -> 69.03, 32.77, 26.00, 27.25, 29.62, 31.69, 
08:17:18.359 -> 69.02, 32.73, 26.00, 27.25, 29.62, 31.69, 
08:17:21.174 -> 69.02, 32.75, 26.00, 27.25, 29.62, 31.69, 
08:17:24.042 -> 69.02, 32.74, 26.00, 27.31, 29.62, 31.69, 
08:17:26.864 -> 69.00, 32.70, 26.00, 27.25, 29.62, 31.62, 
08:17:29.745 -> 69.02, 32.74, 26.00, 27.25, 29.56, 31.62, 
08:17:32.600 -> 69.02, 32.70, 26.00, 27.25, 29.56, 31.62, 
08:17:35.404 -> 69.02, 32.73, 26.00, 27.25, 29.56, 31.62, 
08:17:38.262 -> 69.02, 32.70, 26.00, 27.25, 29.56, 31.62, 
08:17:41.122 -> 69.02, 32.73, 26.00, 27.25, 29.56, 31.56, 
08:17:43.989 -> 69.02, 32.69, 26.00, 27.25, 29.56, 31.56, 
08:17:46.838 -> 69.00, 32.73, 26.00, 27.25, 29.50, 31.56, 
08:17:49.673 -> 69.02, 32.69, 26.00, 27.25, 29.50, 31.50, 
08:17:52.494 -> 69.02, 32.70, 26.00, 27.25, 29.50, 31.50, 
08:17:55.350 -> 68.99, 32.67, 26.00, 27.25, 29.50, 31.50, 
08:17:58.193 -> 69.00, 32.69, 26.00, 27.25, 29.50, 31.50, 
08:18:01.046 -> 68.99, 32.66, 26.00, 27.25, 29.44, 31.50, 
08:18:03.916 -> 68.99, 32.66, 26.00, 27.25, 29.44, 31.44, 
08:18:06.759 -> 69.00, 32.69, 26.00, 27.25, 29.44, 31.44, 
08:18:09.587 -> 68.99, 32.65, 26.00, 27.19, 29.44, 31.44, 
08:18:12.446 -> 68.99, 32.67, 26.00, 27.25, 29.44, 31.44, 
08:18:15.273 -> 68.99, 32.65, 26.00, 27.25, 29.44, 31.44, 
08:18:18.157 -> 68.96, 32.66, 26.00, 27.19, 29.37, 31.37, 
08:18:20.987 -> 68.99, 32.65, 26.00, 27.19, 29.37, 31.31, 
08:18:23.850 -> 68.99, 32.65, 26.00, 27.19, 29.37, 31.37, 
08:18:26.670 -> 68.99, 32.65, 26.00, 27.25, 29.37, 31.31, 
08:18:29.543 -> 68.99, 32.63, 26.00, 27.19, 29.37, 31.31, 
08:18:32.362 -> 68.96, 32.65, 26.00, 27.19, 29.37, 31.31, 
08:18:35.219 -> 68.97, 32.60, 26.00, 27.19, 29.37, 31.25, 
08:18:38.094 -> 68.99, 32.65, 26.00, 27.19, 29.31, 31.25, 
08:18:40.944 -> 68.99, 32.63, 26.00, 27.19, 29.37, 31.25, 
08:18:43.760 -> 68.97, 32.60, 26.00, 27.19, 29.31, 31.25, 
08:18:46.620 -> 68.99, 32.63, 26.00, 27.19, 29.31, 31.25, 
08:18:49.475 -> 68.97, 32.59, 26.00, 27.19, 29.31, 31.25, 
08:18:52.298 -> 68.97, 32.62, 26.00, 27.19, 29.31, 31.19, 
08:18:55.175 -> 69.00, 32.60, 26.00, 27.19, 29.31, 31.19, 
08:18:57.994 -> 68.97, 32.62, 26.00, 27.19, 29.31, 31.12, 
08:19:00.852 -> 69.00, 32.60, 26.00, 27.19, 29.25, 31.19, 
08:19:03.733 -> 68.97, 32.62, 26.00, 27.19, 29.25, 31.12, 
08:19:06.559 -> 68.97, 32.59, 26.00, 27.19, 29.25, 31.12, 
08:19:09.423 -> 68.97, 32.58, 26.00, 27.19, 29.25, 31.12, 
08:19:12.252 -> 68.97, 32.60, 26.00, 27.19, 29.25, 31.06, 
08:19:15.095 -> 68.97, 32.59, 26.00, 27.19, 29.25, 31.06, 
08:19:17.956 -> 68.95, 32.59, 26.00, 27.19, 29.19, 31.06, 
08:19:20.793 -> 68.97, 32.56, 26.00, 27.19, 29.25, 31.06, 
08:19:23.661 -> 68.97, 32.62, 26.00, 27.19, 29.19, 31.06, 
08:19:26.477 -> 68.97, 32.56, 26.00, 27.19, 29.19, 31.00, 
08:19:29.318 -> 68.97, 32.59, 26.00, 27.19, 29.19, 31.00, 
08:19:32.184 -> 68.97, 32.58, 26.00, 27.19, 29.19, 31.00, 
08:19:35.036 -> 68.95, 32.58, 26.00, 27.19, 29.19, 31.00, 
08:19:37.898 -> 68.97, 32.58, 26.00, 27.12, 29.19, 31.00, 
08:19:40.719 -> 68.97, 32.56, 26.00, 27.12, 29.12, 31.00, 
08:19:43.598 -> 68.97, 32.59, 26.00, 27.19, 29.19, 30.94, 
08:19:46.428 -> 68.94, 32.55, 26.00, 27.12, 29.19, 30.94, 
08:19:49.271 -> 68.95, 32.58, 26.00, 27.12, 29.12, 30.94, 
08:19:52.139 -> 68.96, 32.55, 26.00, 27.12, 29.12, 30.94, 
08:19:54.989 -> 68.95, 32.56, 26.00, 27.12, 29.12, 30.94, 
08:19:57.841 -> 68.94, 32.55, 26.00, 27.12, 29.12, 30.87, 
08:20:00.663 -> 68.94, 32.53, 26.00, 27.12, 29.06, 30.87, 
08:20:03.534 -> 68.94, 32.55, 26.00, 27.12, 29.06, 30.87, 
08:20:06.361 -> 68.94, 32.52, 26.00, 27.12, 29.06, 30.87, 
08:20:09.202 -> 68.95, 32.56, 26.00, 27.12, 29.06, 30.87, 
08:20:12.068 -> 68.96, 32.52, 26.00, 27.12, 29.06, 30.87, 
08:20:14.916 -> 68.94, 32.55, 26.00, 27.12, 29.06, 30.81, 
08:20:17.775 -> 68.94, 32.52, 26.00, 27.12, 29.06, 30.81, 
08:20:20.595 -> 68.94, 32.52, 26.00, 27.12, 29.06, 30.81, 
08:20:23.449 -> 68.94, 32.55, 26.00, 27.12, 29.06, 30.81, 
08:20:26.274 -> 68.92, 32.51, 26.00, 27.12, 29.06, 30.81, 
08:20:29.160 -> 68.92, 32.55, 26.00, 27.12, 29.06, 30.75, 
08:20:31.978 -> 68.94, 32.51, 26.00, 27.12, 29.00, 30.81, 
08:20:34.853 -> 68.94, 32.52, 26.00, 27.06, 29.00, 30.75, 
08:20:37.678 -> 68.94, 32.52, 26.00, 27.12, 29.00, 30.75, 
08:20:40.520 -> 68.94, 32.52, 26.00, 27.12, 29.00, 30.75, 
08:20:43.388 -> 68.94, 32.53, 26.00, 27.12, 29.00, 30.75, 
08:20:46.252 -> 68.91, 32.49, 26.00, 27.06, 29.00, 30.75, 
08:20:49.070 -> 68.92, 32.53, 26.00, 27.06, 29.00, 30.75, 
08:20:51.904 -> 68.94, 32.51, 26.00, 27.06, 28.94, 30.75, 
08:20:54.782 -> 68.92, 32.51, 26.00, 27.06, 29.00, 30.69, 
08:20:57.605 -> 68.91, 32.49, 26.00, 27.06, 28.94, 30.69, 
08:21:00.454 -> 68.91, 32.49, 26.00, 27.06, 28.94, 30.69, 
08:21:03.315 -> 68.92, 32.51, 26.00, 27.06, 28.94, 30.69, 
08:21:06.151 -> 68.91, 32.49, 26.00, 27.06, 28.94, 30.69, 
08:21:09.017 -> 68.92, 32.52, 26.00, 27.06, 28.94, 30.69, 
08:21:11.864 -> 68.91, 32.49, 26.00, 27.06, 28.94, 30.62, 
08:21:14.724 -> 68.89, 32.52, 26.00, 27.06, 28.94, 30.62, 
08:21:17.579 -> 68.89, 32.51, 26.00, 27.06, 28.87, 30.62, 
08:21:20.433 -> 68.89, 32.51, 26.00, 27.06, 28.87, 30.62, 
08:21:23.246 -> 68.89, 32.49, 26.00, 27.06, 28.87, 30.62, 
08:21:26.120 -> 68.89, 32.51, 26.00, 27.00, 28.87, 30.62, 
08:21:28.954 -> 68.87, 32.52, 26.00, 27.06, 28.87, 30.56, 
08:21:31.809 -> 68.89, 32.49, 26.00, 27.06, 28.87, 30.56, 
08:21:34.633 -> 68.89, 32.53, 26.00, 27.00, 28.87, 30.56, 
08:21:37.495 -> 68.89, 32.51, 26.00, 27.06, 28.87, 30.56, 
08:21:40.346 -> 68.87, 32.53, 26.00, 27.06, 28.81, 30.56, 
08:21:43.222 -> 68.89, 32.52, 26.00, 27.06, 28.81, 30.56, 
08:21:46.048 -> 68.87, 32.53, 26.00, 27.00, 28.81, 30.50, 
08:21:48.913 -> 68.87, 32.52, 26.00, 27.00, 28.81, 30.50, 
08:21:51.729 -> 68.87, 32.55, 26.00, 27.00, 28.81, 30.50, 
08:21:54.578 -> 68.84, 32.55, 26.00, 27.00, 28.81, 30.50, 
08:21:57.444 -> 68.87, 32.53, 26.00, 27.00, 28.81, 30.50, 
08:22:00.296 -> 68.84, 32.55, 26.00, 27.00, 28.75, 30.50, 
08:22:03.126 -> 68.83, 32.56, 26.00, 27.00, 28.75, 30.44, 
08:22:05.991 -> 68.84, 32.55, 26.00, 27.00, 28.81, 30.50, 
08:22:08.827 -> 68.84, 32.52, 26.00, 27.00, 28.75, 30.44, 
08:22:11.702 -> 68.84, 32.53, 26.00, 27.00, 28.75, 30.44, 
08:22:14.560 -> 68.82, 32.52, 26.00, 27.00, 28.75, 30.44, 
08:22:17.385 -> 68.84, 32.51, 26.00, 27.00, 28.75, 30.37, 
08:22:20.260 -> 68.84, 32.49, 26.00, 27.00, 28.75, 30.37, 
08:22:23.072 -> 68.83, 32.44, 26.00, 27.00, 28.75, 30.37, 
08:22:25.955 -> 68.83, 32.46, 26.00, 27.00, 28.75, 30.37, 
08:22:28.770 -> 68.81, 32.42, 26.00, 27.00, 28.75, 30.37, 
08:22:31.634 -> 68.83, 32.45, 26.00, 27.00, 28.75, 30.37, 
08:22:34.500 -> 68.81, 32.41, 26.00, 27.00, 28.69, 30.37, 
08:22:37.336 -> 68.78, 32.42, 26.00, 27.00, 28.69, 30.31, 
08:22:40.163 -> 68.81, 32.39, 26.00, 27.00, 28.69, 30.37, 
08:22:43.021 -> 68.81, 32.44, 26.00, 27.00, 28.69, 30.31, 
08:22:45.873 -> 68.81, 32.38, 26.00, 27.00, 28.69, 30.31, 
08:22:48.728 -> 68.78, 32.42, 26.00, 26.94, 28.69, 30.31, 
08:22:51.589 -> 68.78, 32.38, 26.00, 27.00, 28.62, 30.31, 
08:22:54.432 -> 68.78, 32.39, 26.00, 27.00, 28.62, 30.31, 
08:22:57.258 -> 68.78, 32.38, 26.00, 26.94, 28.62, 30.31, 
08:23:00.108 -> 68.78, 32.39, 26.00, 26.94, 28.62, 30.25, 
08:23:02.963 -> 68.76, 32.38, 26.00, 26.94, 28.62, 30.25, 
08:23:05.831 -> 68.76, 32.39, 26.00, 26.94, 28.62, 30.25, 
08:23:08.650 -> 68.76, 32.39, 26.00, 26.94, 28.62, 30.25, 
08:23:11.505 -> 68.76, 32.38, 26.00, 26.94, 28.62, 30.25, 
08:23:14.340 -> 68.76, 32.39, 26.00, 26.94, 28.62, 30.25, 
08:23:17.192 -> 68.74, 32.38, 26.00, 26.94, 28.62, 30.25, 
08:23:20.081 -> 68.74, 32.39, 26.00, 26.94, 28.56, 30.19, 
08:23:22.894 -> 68.74, 32.38, 26.00, 26.94, 28.56, 30.19, 
08:23:25.774 -> 68.72, 32.41, 26.00, 26.94, 28.56, 30.19, 
08:23:28.591 -> 68.74, 32.38, 26.00, 26.94, 28.56, 30.19, 
08:23:31.451 -> 68.72, 32.42, 26.00, 26.94, 28.56, 30.19, 
08:23:34.315 -> 68.72, 32.42, 26.00, 26.94, 28.56, 30.19, 
08:23:37.152 -> 68.74, 32.44, 26.00, 26.94, 28.56, 30.19, 
08:23:39.995 -> 68.72, 32.42, 26.00, 26.94, 28.56, 30.19, 
08:23:42.834 -> 68.70, 32.39, 26.00, 26.94, 28.50, 30.12, 
08:23:45.697 -> 68.67, 32.35, 26.00, 26.94, 28.50, 30.12, 
08:23:48.528 -> 68.67, 32.35, 26.00, 26.94, 28.50, 30.12, 
08:23:51.401 -> 68.66, 32.35, 26.00, 26.94, 28.50, 30.12, 
08:23:54.265 -> 68.67, 32.35, 26.00, 26.94, 28.50, 30.12, 
08:23:57.113 -> 68.66, 32.38, 26.00, 26.94, 28.50, 30.12, 
08:23:59.962 -> 68.66, 32.35, 26.00, 26.94, 28.50, 30.12, 
08:24:02.774 -> 68.66, 32.37, 26.00, 26.94, 28.50, 30.12, 
08:24:05.626 -> 68.63, 32.35, 26.00, 26.94, 28.50, 30.06, 
08:24:08.501 -> 68.66, 32.39, 26.00, 26.94, 28.50, 30.06, 
08:24:11.364 -> 68.63, 32.35, 26.00, 26.94, 28.44, 30.06, 
08:24:14.195 -> 68.63, 32.38, 26.00, 26.87, 28.44, 30.06, 
08:24:17.062 -> 68.63, 32.35, 26.00, 26.94, 28.44, 30.06, 
08:24:19.875 -> 68.63, 32.39, 26.00, 26.94, 28.44, 30.06, 
08:24:22.738 -> 68.63, 32.38, 26.00, 26.94, 28.44, 30.06, 
08:24:25.588 -> 68.63, 32.38, 26.00, 26.94, 28.44, 30.06, 
08:24:28.413 -> 68.58, 32.35, 26.00, 26.94, 28.44, 30.06, 
08:24:31.291 -> 68.61, 32.37, 26.00, 26.94, 28.44, 30.06, 
08:24:34.154 -> 68.58, 32.38, 26.00, 26.94, 28.44, 30.00, 
08:24:36.955 -> 68.61, 32.37, 26.00, 26.87, 28.44, 30.00, 
08:24:39.817 -> 68.58, 32.39, 26.00, 26.87, 28.37, 30.00, 
08:24:42.680 -> 68.59, 32.27, 26.00, 26.87, 28.37, 30.00, 
08:24:45.539 -> 68.57, 32.27, 26.00, 26.87, 28.37, 30.00, 
08:24:48.351 -> 68.57, 32.25, 26.00, 26.87, 28.37, 30.00, 
08:24:51.232 -> 68.55, 32.24, 26.00, 26.87, 28.37, 30.00, 
08:24:54.096 -> 68.57, 32.24, 26.00, 26.87, 28.37, 30.00, 
08:24:56.907 -> 68.53, 32.22, 26.00, 26.87, 28.37, 30.00, 
08:24:59.775 -> 68.56, 32.20, 26.00, 26.87, 28.37, 29.94, 
08:25:02.614 -> 68.53, 32.21, 26.00, 26.87, 28.37, 29.94, 
08:25:05.453 -> 68.51, 32.18, 26.00, 26.87, 28.31, 29.94, 
08:25:08.296 -> 68.51, 32.21, 26.00, 26.87, 28.37, 29.94, 
08:25:11.173 -> 68.51, 32.18, 26.00, 26.87, 28.37, 29.94, 
08:25:14.033 -> 68.51, 32.20, 26.00, 26.87, 28.31, 29.94, 
08:25:16.865 -> 68.51, 32.17, 26.00, 26.87, 28.31, 29.94, 
08:25:19.719 -> 68.48, 32.17, 26.00, 26.87, 28.37, 29.94, 
08:25:22.541 -> 68.48, 32.17, 26.00, 26.87, 28.31, 29.87, 
08:25:25.429 -> 68.46, 32.17, 26.00, 26.87, 28.31, 29.94, 
08:25:28.246 -> 68.48, 32.17, 26.00, 26.87, 28.31, 29.87, 
08:25:31.107 -> 68.47, 32.14, 26.00, 26.87, 28.31, 29.87, 
