Time, T_A[degC], T_B[degC], T_C[degC], T_D[degC]
1072.919,1.5,27.87,-1.37,28.56
1075.006,1.5,27.87,-1.37,28.56
1077.116,1.5,27.87,-1.37,28.56
1079.187,1.5,27.87,-1.37,28.56
1081.266,1.5,27.87,-1.37,28.56
1083.383,1.5,27.87,-1.44,28.5
1085.449,1.5,27.87,-1.37,28.56
1087.54,1.5,27.87,-1.37,28.56
1089.665,1.5,27.87,-1.37,28.56
1091.73,1.5,27.87,-1.37,28.56
1093.804,1.5,27.87,-1.37,28.56
1095.903,1.5,27.87,-1.37,28.56
1097.978,1.5,27.87,-1.31,28.56
1100.044,1.5,27.94,-1.37,28.56
1102.163,1.5,27.87,-1.31,28.56
1104.262,1.5,27.94,-1.37,28.56
1106.35,1.5,27.94,-1.31,28.56
1108.401,1.5,27.87,-1.31,28.56
1110.484,1.5,27.94,-1.25,28.56
1112.598,1.5,27.94,-1.25,28.56
1114.672,1.0,27.87,-1.25,28.56
1116.782,1.5,27.87,-1.25,28.56
1118.853,1.0,27.87,-1.25,28.56
1120.933,1.0,27.87,-1.25,28.56
1123.05,1.5,27.87,-1.25,28.56
1125.114,1.5,27.87,-1.19,28.56
1127.226,1.0,27.87,-1.19,28.56
