Time1_[s],Voltage_10_A_[V],Shunt_10_A_[V],Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E_[V],MX1601_CH_11_[V],MX1601_CH_12_[V],MX1601_CH_13_[mA],MX1601_CH_14_[mA],Voltage_VarR_[V],Shunt_VarR_[V],Time2_[s],T5_cold_surf_B_[degC],T8_cold_surf_C_[degC],T2_hot_surf_C_[degC],T4_hot_surf_A_[degC],T3_hot_in_TEGs_[degC],T6_hot_surf_B_[degC],T7_cold_surf_A_[degC],T1_cold_in_TEGs_[degC],Current_A_[A],Power_A_[W],Current_B_[A],Power_B_[W],Current_C_[],Power_C_[],Current_D_[],Power_D_[],Current_E_[],Power_E_[],Current_VarR_[],Power_VarR_[],DT_surf_A_K],DT_surf_B_[],DT_surf_C_[]
6.800,0.000,0.00019,-0.00030,-0.00029,-0.00039,-0.00030,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,6.800,5.440,4.343,35.24,36.48,39.66,35.80,4.692,-0.6386,0.00019,0.000,0.00029,0.000,0.00030,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07334,31.79,30.35,30.90
6.900,0.000,0.00020,-0.00030,-0.00029,-0.00038,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,6.900,5.439,4.343,35.24,36.48,39.66,35.80,4.692,-0.6395,0.00020,0.000,0.00029,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07334,31.79,30.36,30.90
7.000,0.000,0.00023,-0.00028,-0.00028,-0.00038,-0.00029,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,7.000,5.439,4.342,35.24,36.49,39.66,35.80,4.691,-0.6397,0.00023,0.000,0.00028,0.000,0.00029,0.000,0.2085,0.2226,0.2057,0.2167,0.1888,0.07334,31.79,30.36,30.90
7.100,0.000,0.00022,-0.00027,-0.00028,-0.00039,-0.00028,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,7.100,5.439,4.341,35.24,36.48,39.66,35.80,4.692,-0.6404,0.00022,0.000,0.00028,0.000,0.00028,0.000,0.2085,0.2226,0.2057,0.2167,0.1888,0.07334,31.79,30.36,30.90
7.200,0.000,0.00022,-0.00029,-0.00027,-0.00039,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,7.200,5.438,4.341,35.24,36.48,39.66,35.80,4.691,-0.6391,0.00022,0.000,0.00027,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2167,0.1888,0.07334,31.79,30.36,30.90
7.300,0.000,0.00023,-0.00030,-0.00028,-0.00039,-0.00028,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,7.300,5.439,4.340,35.24,36.48,39.66,35.80,4.691,-0.6397,0.00023,0.000,0.00028,0.000,0.00028,0.000,0.2085,0.2226,0.2057,0.2167,0.1888,0.07335,31.79,30.36,30.90
7.400,0.000,0.00023,-0.00028,-0.00028,-0.00038,-0.00029,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,7.400,5.439,4.339,35.24,36.48,39.66,35.80,4.690,-0.6397,0.00023,0.000,0.00028,0.000,0.00029,0.000,0.2085,0.2226,0.2057,0.2167,0.1888,0.07335,31.79,30.36,30.91
7.500,0.000,0.00023,-0.00029,-0.00027,-0.00037,-0.00028,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,7.500,5.438,4.338,35.24,36.48,39.66,35.80,4.690,-0.6394,0.00023,0.000,0.00027,0.000,0.00028,0.000,0.2085,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.36,30.91
7.600,0.000,0.00024,-0.00029,-0.00027,-0.00039,-0.00027,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,7.600,5.438,4.336,35.24,36.49,39.66,35.80,4.690,-0.6408,0.00024,0.000,0.00027,0.000,0.00027,0.000,0.2085,0.2226,0.2057,0.2168,0.1888,0.07335,31.80,30.36,30.91
7.700,0.000,0.00024,-0.00029,-0.00027,-0.00039,-0.00026,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,7.700,5.438,4.336,35.24,36.48,39.66,35.80,4.691,-0.6403,0.00024,0.000,0.00027,0.000,0.00026,0.000,0.2085,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.36,30.91
7.800,0.000,0.00023,-0.00029,-0.00028,-0.00039,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,7.800,5.437,4.334,35.24,36.48,39.66,35.80,4.690,-0.6403,0.00023,0.000,0.00028,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.36,30.91
7.900,0.000,0.00023,-0.00028,-0.00028,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,7.900,5.435,4.335,35.24,36.48,39.66,35.80,4.689,-0.6407,0.00023,0.000,0.00028,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.36,30.91
8.000,0.000,0.00023,-0.00028,-0.00028,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,8.000,5.435,4.334,35.25,36.48,39.66,35.80,4.690,-0.6410,0.00023,0.000,0.00028,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07335,31.79,30.36,30.91
8.100,0.000,0.00023,-0.00028,-0.00029,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3885,-0.1888,8.100,5.436,4.332,35.25,36.48,39.66,35.80,4.689,-0.6410,0.00023,0.000,0.00029,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1888,0.07334,31.79,30.36,30.91
8.200,0.000,0.00022,-0.00028,-0.00029,-0.00039,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3883,-0.1887,8.200,5.435,4.332,35.24,36.48,39.66,35.80,4.689,-0.6417,0.00022,0.000,0.00029,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2168,0.1887,0.07328,31.80,30.36,30.91
8.300,0.000,0.00023,-0.00028,-0.00029,-0.00038,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3880,-0.1886,8.300,5.435,4.331,35.25,36.48,39.66,35.80,4.689,-0.6415,0.00023,0.000,0.00029,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2168,0.1886,0.07316,31.79,30.36,30.91
8.400,0.000,0.00023,-0.00028,-0.00030,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3876,-0.1884,8.400,5.435,4.330,35.25,36.48,39.66,35.80,4.689,-0.6408,0.00023,0.000,0.00030,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1884,0.07303,31.79,30.36,30.92
8.500,0.000,0.00023,-0.00029,-0.00029,-0.00039,-0.00029,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3873,-0.1882,8.500,5.434,4.330,35.25,36.48,39.66,35.80,4.689,-0.6416,0.00023,0.000,0.00029,0.000,0.00029,0.000,0.2085,0.2226,0.2057,0.2168,0.1882,0.07290,31.79,30.37,30.92
8.600,0.000,0.00023,-0.00029,-0.00029,-0.00039,-0.00028,-1.067,-0.2085,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3870,-0.1881,8.600,5.434,4.328,35.25,36.48,39.66,35.80,4.688,-0.6421,0.00023,0.000,0.00029,0.000,0.00028,0.000,0.2085,0.2226,0.2057,0.2168,0.1881,0.07280,31.80,30.37,30.92
8.700,0.00000,0.00023,-0.00029,-0.00029,-0.00038,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3868,-0.1880,8.700,5.433,4.327,35.25,36.48,39.66,35.80,4.687,-0.6415,0.00023,0.00000,0.00029,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1880,0.07270,31.80,30.37,30.92
8.800,0.000,0.00023,-0.00028,-0.00028,-0.00038,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3865,-0.1879,8.800,5.433,4.325,35.25,36.48,39.66,35.80,4.687,-0.6423,0.00023,0.000,0.00028,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2168,0.1879,0.07262,31.80,30.37,30.92
8.900,0.000,0.00023,-0.00028,-0.00029,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3864,-0.1878,8.900,5.433,4.325,35.25,36.48,39.66,35.80,4.688,-0.6431,0.00023,0.000,0.00029,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2168,0.1878,0.07256,31.79,30.37,30.92
9.000,0.000,0.00022,-0.00029,-0.00029,-0.00040,-0.00030,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3862,-0.1877,9.000,5.432,4.325,35.25,36.48,39.66,35.80,4.687,-0.6423,0.00022,0.000,0.00029,0.000,0.00030,0.000,0.2086,0.2226,0.2057,0.2168,0.1877,0.07249,31.79,30.37,30.92
9.100,0.000,0.00022,-0.00028,-0.00028,-0.00040,-0.00030,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3860,-0.1876,9.100,5.432,4.324,35.25,36.48,39.66,35.80,4.687,-0.6430,0.00022,0.000,0.00028,0.000,0.00030,0.000,0.2086,0.2226,0.2057,0.2168,0.1876,0.07241,31.80,30.37,30.92
9.200,0.000,0.00021,-0.00028,-0.00030,-0.00041,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3858,-0.1875,9.200,5.431,4.323,35.25,36.48,39.66,35.80,4.686,-0.6428,0.00021,0.000,0.00030,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2168,0.1875,0.07235,31.80,30.37,30.93
9.300,0.000,0.00021,-0.00028,-0.00030,-0.00041,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3857,-0.1875,9.300,5.431,4.322,35.25,36.48,39.66,35.80,4.686,-0.6424,0.00021,0.000,0.00030,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2168,0.1875,0.07230,31.80,30.37,30.93
9.400,0.000,0.00021,-0.00027,-0.00030,-0.00040,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3855,-0.1874,9.400,5.430,4.320,35.25,36.48,39.66,35.80,4.687,-0.6436,0.00021,0.000,0.00030,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2168,0.1874,0.07224,31.79,30.37,30.93
9.500,0.000,0.00021,-0.00028,-0.00029,-0.00039,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3854,-0.1873,9.500,5.431,4.319,35.25,36.48,39.66,35.80,4.686,-0.6436,0.00021,0.000,0.00029,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2168,0.1873,0.07219,31.80,30.37,30.93
9.600,0.000,0.00021,-0.00027,-0.00029,-0.00039,-0.00025,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3852,-0.1872,9.600,5.429,4.319,35.25,36.48,39.66,35.80,4.685,-0.6441,0.00021,0.000,0.00029,0.000,0.00025,0.000,0.2086,0.2226,0.2057,0.2168,0.1872,0.07213,31.80,30.37,30.93
9.700,0.000,0.00021,-0.00028,-0.00029,-0.00039,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3851,-0.1872,9.700,5.429,4.317,35.25,36.48,39.66,35.80,4.686,-0.6446,0.00021,0.000,0.00029,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2168,0.1872,0.07208,31.80,30.37,30.93
9.800,0.000,0.00022,-0.00029,-0.00026,-0.00040,-0.00026,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3850,-0.1871,9.800,5.428,4.316,35.25,36.48,39.66,35.80,4.686,-0.6449,0.00022,0.000,0.00026,0.000,0.00026,0.000,0.2086,0.2226,0.2057,0.2168,0.1871,0.07203,31.80,30.37,30.93
9.900,0.000,0.00022,-0.00028,-0.00025,-0.00040,-0.00026,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3849,-0.1871,9.900,5.427,4.315,35.25,36.48,39.66,35.80,4.686,-0.6451,0.00022,0.000,0.00025,0.000,0.00026,0.000,0.2086,0.2226,0.2057,0.2168,0.1871,0.07200,31.80,30.37,30.93
10.00,0.000,0.00021,-0.00029,-0.00025,-0.00040,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3848,-0.1870,10.00,5.427,4.314,35.25,36.48,39.66,35.80,4.684,-0.6448,0.00021,0.000,0.00025,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2168,0.1870,0.07195,31.80,30.38,30.94
10.10,0.000,0.00021,-0.00028,-0.00025,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3846,-0.1869,10.10,5.427,4.312,35.25,36.48,39.66,35.80,4.685,-0.6461,0.00021,0.000,0.00025,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1869,0.07190,31.80,30.38,30.94
10.20,0.000,0.00020,-0.00029,-0.00026,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3845,-0.1869,10.20,5.426,4.311,35.25,36.48,39.66,35.80,4.684,-0.6458,0.00020,0.000,0.00026,0.000,0.00028,0.000,0.2086,0.2227,0.2057,0.2168,0.1869,0.07186,31.80,30.38,30.94
10.30,0.000,0.00020,-0.00027,-0.00024,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3844,-0.1868,10.30,5.426,4.310,35.25,36.48,39.66,35.80,4.685,-0.6450,0.00020,0.000,0.00024,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2168,0.1868,0.07183,31.80,30.38,30.94
10.40,0.000,0.00020,-0.00026,-0.00024,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3844,-0.1868,10.40,5.426,4.309,35.25,36.48,39.66,35.80,4.684,-0.6450,0.00020,0.000,0.00024,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2169,0.1868,0.07180,31.80,30.38,30.94
10.50,0.000,0.00020,-0.00029,-0.00026,-0.00040,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3843,-0.1868,10.50,5.424,4.307,35.25,36.48,39.66,35.80,4.684,-0.6462,0.00020,0.000,0.00026,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2169,0.1868,0.07177,31.80,30.38,30.94
10.60,0.000,0.00021,-0.00030,-0.00025,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3842,-0.1867,10.60,5.423,4.305,35.25,36.48,39.66,35.80,4.684,-0.6463,0.00021,0.000,0.00025,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2169,0.1867,0.07173,31.80,30.38,30.95
10.70,0.000,0.00021,-0.00029,-0.00023,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3841,-0.1867,10.70,5.423,4.304,35.25,36.48,39.66,35.80,4.684,-0.6463,0.00021,0.000,0.00023,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1867,0.07171,31.80,30.38,30.95
10.80,0.000,0.00021,-0.00029,-0.00024,-0.00040,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3841,-0.1867,10.80,5.423,4.303,35.25,36.48,39.66,35.80,4.683,-0.6459,0.00021,0.000,0.00024,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1867,0.07169,31.80,30.38,30.95
10.90,0.000,0.00022,-0.00029,-0.00024,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3840,-0.1866,10.90,5.423,4.302,35.25,36.48,39.66,35.80,4.683,-0.6466,0.00022,0.000,0.00024,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1866,0.07166,31.80,30.38,30.95
11.00,0.000,0.00021,-0.00029,-0.00024,-0.00040,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3839,-0.1866,11.00,5.422,4.302,35.25,36.48,39.66,35.80,4.683,-0.6464,0.00021,0.000,0.00024,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2169,0.1866,0.07163,31.80,30.38,30.95
11.10,0.000,0.00020,-0.00029,-0.00025,-0.00040,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3838,-0.1865,11.10,5.421,4.301,35.25,36.48,39.66,35.80,4.683,-0.6463,0.00020,0.000,0.00025,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2169,0.1865,0.07160,31.80,30.38,30.95
11.20,0.000,0.00021,-0.00029,-0.00023,-0.00038,-0.00027,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3838,-0.1865,11.20,5.421,4.299,35.25,36.48,39.66,35.80,4.683,-0.6468,0.00021,0.000,0.00023,0.000,0.00027,0.000,0.2086,0.2226,0.2057,0.2169,0.1865,0.07160,31.80,30.38,30.95
11.30,0.000,0.00021,-0.00030,-0.00023,-0.00037,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3838,-0.1865,11.30,5.421,4.299,35.25,36.48,39.66,35.80,4.684,-0.6468,0.00021,0.000,0.00023,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2169,0.1865,0.07159,31.80,30.38,30.95
11.40,0.000,0.00021,-0.00029,-0.00023,-0.00039,-0.00028,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3837,-0.1865,11.40,5.420,4.299,35.25,36.48,39.66,35.80,4.683,-0.6467,0.00021,0.000,0.00023,0.000,0.00028,0.000,0.2086,0.2226,0.2057,0.2169,0.1865,0.07156,31.80,30.38,30.95
11.50,0.000,0.00022,-0.00028,-0.00023,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3836,-0.1864,11.50,5.420,4.298,35.25,36.48,39.66,35.80,4.683,-0.6462,0.00022,0.000,0.00023,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1864,0.07152,31.80,30.38,30.95
11.60,0.000,0.00019,-0.00028,-0.00026,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3835,-0.1864,11.60,5.420,4.296,35.25,36.48,39.66,35.80,4.681,-0.6473,0.00019,0.000,0.00026,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1864,0.07148,31.80,30.38,30.95
11.70,0.000,0.00018,-0.00027,-0.00026,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3834,-0.1864,11.70,5.419,4.295,35.25,36.48,39.66,35.80,4.682,-0.6464,0.00018,0.000,0.00026,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1864,0.07145,31.80,30.38,30.95
11.80,0.000,0.00018,-0.00028,-0.00027,-0.00038,-0.00029,-1.067,-0.2086,-1.054,-0.2057,-1000000,-1000000,-1000000,-1000000,0.3833,-0.1863,11.80,5.418,4.295,35.25,36.48,39.66,35.80,4.682,-0.6466,0.00018,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2226,0.2057,0.2169,0.1863,0.07142,31.80,30.38,30.95
11.90,0.000,0.00018,-0.00028,-0.00027,-0.00038,-0.00029,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3832,-0.1863,11.90,5.417,4.294,35.25,36.48,39.66,35.80,4.681,-0.6474,0.00018,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2226,0.2058,0.2169,0.1863,0.07138,31.80,30.39,30.95
12.00,0.000,0.00019,-0.00029,-0.00026,-0.00038,-0.00029,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3831,-0.1862,12.00,5.417,4.294,35.25,36.48,39.66,35.80,4.681,-0.6477,0.00019,0.000,0.00026,0.000,0.00029,0.000,0.2086,0.2226,0.2058,0.2169,0.1862,0.07135,31.80,30.39,30.95
12.10,0.000,0.00019,-0.00028,-0.00027,-0.00039,-0.00029,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3831,-0.1862,12.10,5.418,4.294,35.25,36.48,39.66,35.80,4.680,-0.6471,0.00019,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2226,0.2058,0.2170,0.1862,0.07132,31.80,30.38,30.96
12.20,0.000,0.00018,-0.00029,-0.00027,-0.00040,-0.00029,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3830,-0.1861,12.20,5.417,4.293,35.25,36.48,39.66,35.80,4.681,-0.6474,0.00018,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2226,0.2058,0.2170,0.1861,0.07128,31.80,30.39,30.96
12.30,0.000,0.00019,-0.00030,-0.00028,-0.00041,-0.00028,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3829,-0.1861,12.30,5.417,4.294,35.25,36.48,39.66,35.80,4.681,-0.6462,0.00019,0.000,0.00028,0.000,0.00028,0.000,0.2086,0.2226,0.2058,0.2170,0.1861,0.07125,31.80,30.38,30.96
12.40,0.000,0.00019,-0.00029,-0.00028,-0.00041,-0.00028,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3828,-0.1860,12.40,5.416,4.293,35.25,36.48,39.66,35.80,4.681,-0.6473,0.00019,0.000,0.00028,0.000,0.00028,0.000,0.2086,0.2226,0.2058,0.2170,0.1860,0.07122,31.80,30.38,30.96
12.50,0.000,0.00018,-0.00030,-0.00027,-0.00040,-0.00029,-1.067,-0.2086,-1.054,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3827,-0.1860,12.50,5.416,4.293,35.25,36.48,39.66,35.80,4.680,-0.6472,0.00018,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2226,0.2058,0.2170,0.1860,0.07118,31.80,30.38,30.96
12.60,0.000,0.00018,-0.00030,-0.00027,-0.00040,-0.00030,-1.067,-0.2086,-1.055,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3826,-0.1860,12.60,5.416,4.292,35.25,36.48,39.66,35.80,4.681,-0.6476,0.00018,0.000,0.00027,0.000,0.00030,0.000,0.2086,0.2226,0.2058,0.2170,0.1860,0.07115,31.80,30.38,30.96
12.70,0.000,0.00017,-0.00030,-0.00027,-0.00040,-0.00029,-1.067,-0.2086,-1.055,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3825,-0.1859,12.70,5.416,4.292,35.25,36.48,39.66,35.80,4.680,-0.6479,0.00017,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2226,0.2058,0.2170,0.1859,0.07113,31.80,30.38,30.96
12.80,0.000,0.00017,-0.00029,-0.00027,-0.00041,-0.00029,-1.067,-0.2086,-1.055,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3825,-0.1859,12.80,5.415,4.293,35.25,36.48,39.66,35.80,4.680,-0.6478,0.00017,0.000,0.00027,0.000,0.00029,0.000,0.2086,0.2226,0.2058,0.2170,0.1859,0.07112,31.80,30.38,30.96
12.90,0.000,0.00018,-0.00029,-0.00029,-0.00041,-0.00028,-1.067,-0.2086,-1.055,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3825,-0.1859,12.90,5.415,4.292,35.25,36.48,39.66,35.80,4.680,-0.6479,0.00018,0.000,0.00029,0.000,0.00028,0.000,0.2086,0.2226,0.2058,0.2170,0.1859,0.07111,31.80,30.39,30.96
13.00,0.000,0.00018,-0.00029,-0.00029,-0.00040,-0.00029,-1.067,-0.2086,-1.055,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3825,-0.1859,13.00,5.415,4.293,35.25,36.48,39.66,35.80,4.679,-0.6475,0.00018,0.000,0.00029,0.000,0.00029,0.000,0.2086,0.2226,0.2058,0.2170,0.1859,0.07110,31.80,30.39,30.95
13.10,0.000,0.00018,-0.00025,-0.00029,-0.00040,-0.00029,-1.067,-0.2086,-1.055,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3825,-0.1859,13.10,5.416,4.292,35.25,36.48,39.66,35.80,4.680,-0.6488,0.00018,0.000,0.00029,0.000,0.00029,0.000,0.2086,0.2227,0.2058,0.2170,0.1859,0.07109,31.80,30.38,30.96
13.20,0.00000,0.00018,-0.00026,-0.00028,-0.00040,-0.00028,-1.067,-0.2086,-1.055,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3824,-0.1859,13.20,5.417,4.292,35.25,36.48,39.66,35.80,4.679,-0.6484,0.00018,0.00000,0.00028,0.000,0.00028,0.000,0.2086,0.2227,0.2058,0.2170,0.1859,0.07108,31.80,30.38,30.96
13.30,0.00000,0.00019,-0.00026,-0.00027,-0.00040,-0.00028,-1.067,-0.2086,-1.055,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3824,-0.1858,13.30,5.415,4.293,35.25,36.48,39.66,35.80,4.678,-0.6483,0.00019,0.00000,0.00027,0.000,0.00028,0.000,0.2086,0.2227,0.2058,0.2170,0.1858,0.07107,31.80,30.38,30.95
13.40,0.000,0.00019,-0.00026,-0.00028,-0.00039,-0.00030,-1.067,-0.2086,-1.055,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3824,-0.1858,13.40,5.414,4.293,35.25,36.48,39.66,35.80,4.679,-0.6482,0.00019,0.000,0.00028,0.000,0.00030,0.000,0.2086,0.2227,0.2058,0.2170,0.1858,0.07105,31.80,30.38,30.95
13.50,0.00000,0.00018,-0.00027,-0.00027,-0.00040,-0.00029,-1.067,-0.2086,-1.055,-0.2058,-1000000,-1000000,-1000000,-1000000,0.3823,-0.1858,13.50,5.415,4.293,35.25,36.48,39.67,35.80,4.680,-0.6488,0.00018,0.00000,0.00027,0.000,0.00029,0.000,0.2086,0.2227,0.2058,0.2171,0.1858,0.07104,31.80,30.38,30.95
