Time, T_A[degC], T_B[degC], T_C[degC], T_D[degC]
782.462,21.5,44.0,20.81,47.31
784.548,21.5,44.0,20.81,47.31
786.637,21.5,44.0,20.81,47.31
788.683,21.5,44.0,20.87,47.31
790.77,21.5,44.0,20.87,47.31
792.854,22.0,44.0,20.87,47.31
794.934,22.0,44.0,20.94,47.31
797.022,22.0,44.06,20.94,47.31
799.114,22.0,44.06,20.94,47.38
801.198,22.0,44.06,20.94,47.44
803.274,22.0,44.06,20.94,47.44
805.358,22.0,44.13,21.0,47.5
807.439,22.0,44.13,21.0,47.56
809.518,22.0,44.19,21.0,47.56
811.599,22.0,44.19,21.0,47.56
813.643,22.0,44.19,21.0,47.56
815.737,22.0,44.25,21.06,47.56
817.821,22.0,44.19,21.06,47.56
819.906,22.0,44.25,21.06,47.63
821.997,22.0,44.25,21.06,47.63
824.084,22.0,44.25,21.12,47.63
826.125,22.0,44.25,21.12,47.63
828.215,22.0,44.25,21.12,47.69
830.297,22.0,44.19,21.12,47.69
832.381,22.0,44.25,21.12,47.69
834.447,22.0,44.19,21.19,47.75
836.539,22.0,44.25,21.19,47.75
838.615,22.0,44.25,21.19,47.75
840.7,22.0,44.25,21.19,47.75
842.781,22.0,44.31,21.19,47.75
844.871,22.0,44.31,21.19,47.81
846.962,22.0,44.31,21.19,47.81
849.045,22.0,44.31,21.25,47.81
851.085,22.0,44.38,21.25,47.88
853.169,22.0,44.38,21.25,47.88
855.249,22.0,44.44,21.25,47.88
857.337,22.0,44.44,21.25,47.88
859.419,22.0,44.5,21.25,47.88
861.506,22.0,44.44,21.25,47.88
863.595,22.0,44.5,21.31,47.81
865.678,22.0,44.5,21.31,47.81
867.76,22.5,44.5,21.31,47.88
869.842,22.5,44.5,21.31,47.88
871.924,22.5,44.5,21.37,47.88
874.013,22.5,44.5,21.37,47.88
876.05,22.5,44.5,21.37,47.81
878.136,22.5,44.5,21.44,47.88
880.222,22.5,44.5,21.44,47.88
882.3,22.5,44.5,21.44,47.88
884.383,22.5,44.5,21.44,47.81
886.462,22.5,44.5,21.44,47.81
888.546,22.5,44.44,21.5,47.81
890.629,22.5,44.44,21.5,47.81
892.714,22.5,44.44,21.5,47.81
894.798,22.5,44.44,21.56,47.81
